CalculationName	AlloyChemistry	T	phase_name	#phases	x(AL)	x(AG)	G	H	S	Cp	f(@FCC_A1)	f(@HCP_A3)	f(@CUB_A13)	f(@LIQUID)	f(@BCC_A2)
		K			%	%	J/mole			J/(mole K)	mole/mole	mole/mole	mole/mole		
Point Calculation_277	46AG+54AL in x%	450	FCC_A1+HCP_A3	##2	54.0	46.0	-23395.15502	557.0352129	53.22708941	26.24286362	0.2668226199	0.7331773801			
Point Calculation_278	48AG+52AL in x%	450	FCC_A1+HCP_A3	##2	52.0	48.0	-23822.10572	411.8162102	53.85315985	26.23611935	0.2348561969	0.7651438031			
Point Calculation_279	50AG+50AL in x%	450	FCC_A1+HCP_A3	##2	50.0	50.0	-24249.05642	266.5972075	54.47923029	26.22937511	0.202889774	0.797110226			
Point Calculation_280	52AG+48AL in x%	450	FCC_A1+HCP_A3	##2	48.0	52.0	-24676.00712	121.3782049	55.10530073	26.22263087	0.1709233511	0.8290766489			
Point Calculation_281	54AG+46AL in x%	450	FCC_A1+HCP_A3	##2	46.0	54.0	-25102.95812	-23.84089679	55.7313716	26.2158866	0.1389569063	0.8610430937			
Point Calculation_282	56AG+44AL in x%	450	FCC_A1+HCP_A3	##2	44.0	56.0	-25529.90852	-169.0597994	56.35744161	26.20914247	0.1069905054	0.8930094946			
Point Calculation_283	58AG+42AL in x%	450	FCC_A1+HCP_A3	##2	42.0	58.0	-25956.85512	-314.2774058	56.98350603	26.20239816	0.07502438977	0.9249756102			
Point Calculation_284	60AG+40AL in x%	450	HCP_A3+FCC_A1	##2	40.0	60.0	-26383.80992	-459.4978015	57.60958248	26.19565379	0.0430576602	0.9569423398			
Point Calculation_285	62AG+38AL in x%	450	HCP_A3+FCC_A1	##2	38.0	62.0	-26810.76063	-604.7168082	58.23565293	26.18890953	0.01109123636	0.9889087636			
Point Calculation_286	64AG+36AL in x%	450	HCP_A3	##1	36.0	64.0	-27196.60035	-850.8518062	58.54610788	26.18216536		1.0			
Point Calculation_287	66AG+34AL in x%	450	HCP_A3	##1	34.0	66.0	-27423.10409	-986.2786861	58.7485009	26.17542107		1.0			
Point Calculation_288	68AG+32AL in x%	450	HCP_A3+CUB_A13	##2	32.0	68.0	-27531.85172	-1123.542987	58.68513053	26.16867676		0.8873925378	0.1126074622		
Point Calculation_289	70AG+30AL in x%	450	HCP_A3+CUB_A13	##2	30.0	70.0	-27625.86019	-1387.144349	58.30825742	26.16193268		0.6650790203	0.3349209797		
Point Calculation_290	72AG+28AL in x%	450	HCP_A3+CUB_A13	##2	28.0	72.0	-27719.86863	-1650.745646	57.93138441	26.15518835		0.4427655619	0.5572344381		
Point Calculation_291	74AG+26AL in x%	450	CUB_A13+HCP_A3	##2	26.0	74.0	-27813.8771	-1914.347028	57.55451127	26.14844397		0.2204520172	0.7795479828		
Point Calculation_292	76AG+24AL in x%	450	CUB_A13	##1	24.0	76.0	-27907.87639	-2179.025094	57.17522509	26.14169992			1.0		
Point Calculation_293	78AG+22AL in x%	450	CUB_A13	##1	22.0	78.0	-27871.54181	-2443.989662	56.50567144	26.13495555			1.0		
Point Calculation_294	80AG+20AL in x%	450	CUB_A13	##1	20.0	80.0	-27590.223	-2462.131916	55.8402024	26.12821122			1.0		
Point Calculation_295	82AG+18AL in x%	450	CUB_A13+FCC_A1	##2	18.0	82.0	-27085.52596	-2144.104991	55.42537993	26.12146706	0.03420829405		0.965791706		
Point Calculation_296	84AG+16AL in x%	450	CUB_A13+FCC_A1	##2	16.0	84.0	-26502.51245	-1128.007125	56.38778961	26.11472274	0.2743311793		0.7256688207		
Point Calculation_297	86AG+14AL in x%	450	FCC_A1+CUB_A13	##2	14.0	86.0	-25919.49893	-111.9092468	57.3501993	26.10797844	0.5144540685		0.4855459315		
Point Calculation_298	88AG+12AL in x%	450	FCC_A1+CUB_A13	##2	12.0	88.0	-25336.48595	904.1874973	58.31260765	26.10123415	0.7545766714		0.2454233286		
Point Calculation_299	90AG+10AL in x%	450	FCC_A1+CUB_A13	##2	10.0	90.0	-24753.47184	1920.286582	59.27501871	26.09449002	0.9946998602		0.005300139811		
Point Calculation_300	92AG+8AL in x%	450	FCC_A1	##1	8.0	92.0	-24112.74312	2219.180839	58.51538659	26.08774565	1.0				
Point Calculation_301	94AG+6AL in x%	450	FCC_A1	##1	6.0	94.0	-23342.23263	2551.498234	57.54162415	26.08100137	1.0				
Point Calculation_302	96AG+4AL in x%	450	FCC_A1	##1	4.0	96.0	-22425.19953	2939.097986	56.36510559	26.07425716	1.0				
Point Calculation_303	98AG+2AL in x%	450	FCC_A1	##1	2.0	98.0	-21337.04771	3387.615005	54.94369491	26.06751298	1.0				
Point Calculation_304	100AG+0AL in x%	450	FCC_A1	##1		100.0	-20001.62607	3903.19085	53.12181538	26.0607686	1.0				
Point Calculation_305	0AG+100AL in x%	500	FCC_A1	##1	100.0		-15578.61227	5194.398299	41.54602114	26.9756194	1.0				
Point Calculation_306	2AG+98AL in x%	500	FCC_A1+HCP_A3	##2	98.0	2.0	-16048.38163	5132.259453	42.36128217	26.96272474	0.9725311055	0.02746889445			
Point Calculation_307	4AG+96AL in x%	500	FCC_A1+HCP_A3	##2	96.0	4.0	-16506.58992	4985.997655	42.98517515	26.94983004	0.9403532166	0.05964678342			
Point Calculation_308	6AG+94AL in x%	500	FCC_A1+HCP_A3	##2	94.0	6.0	-16964.8006	4839.735095	43.60907139	26.93693525	0.90817516	0.09182483997			
Point Calculation_309	8AG+92AL in x%	500	FCC_A1+HCP_A3	##2	92.0	8.0	-17423.00853	4693.47341	44.23296389	26.92404062	0.875997296	0.124002704			
Point Calculation_310	10AG+90AL in x%	500	FCC_A1+HCP_A3	##2	90.0	10.0	-17881.21699	4547.211557	44.8568571	26.91114595	0.8438193951	0.1561806049			
Point Calculation_311	12AG+88AL in x%	500	FCC_A1+HCP_A3	##2	88.0	12.0	-18339.42749	4400.949053	45.4807531	26.89825114	0.8116413509	0.1883586491			
Point Calculation_312	14AG+86AL in x%	500	FCC_A1+HCP_A3	##2	86.0	14.0	-18797.63532	4254.687403	46.10464545	26.8853566	0.7794634945	0.2205365055			
Point Calculation_313	16AG+84AL in x%	500	FCC_A1+HCP_A3	##2	84.0	16.0	-19255.84437	4108.425363	46.72853946	26.87246187	0.7472855523	0.2527144477			
Point Calculation_314	18AG+82AL in x%	500	FCC_A1+HCP_A3	##2	82.0	18.0	-19714.05288	3962.163495	47.35243275	26.85956719	0.715107648	0.284892352			
Point Calculation_315	20AG+80AL in x%	500	FCC_A1+HCP_A3	##2	80.0	20.0	-20172.26232	3815.901328	47.9763273	26.8466725	0.682929678	0.317070322			
Point Calculation_316	22AG+78AL in x%	500	FCC_A1+HCP_A3	##2	78.0	22.0	-20630.47129	3669.639314	48.60022121	26.83377781	0.6507517416	0.3492482584			
Point Calculation_317	24AG+76AL in x%	500	FCC_A1+HCP_A3	##2	76.0	24.0	-21088.68025	3523.3773	49.22411511	26.82088305	0.6185738053	0.3814261947			
Point Calculation_318	26AG+74AL in x%	500	FCC_A1+HCP_A3	##2	74.0	26.0	-21546.88934	3377.115248	49.84800918	26.80798834	0.5863958605	0.4136041395			
Point Calculation_319	28AG+72AL in x%	500	FCC_A1+HCP_A3	##2	72.0	28.0	-22005.09691	3230.853678	50.47190119	26.79509367	0.5542180218	0.4457819782			
Point Calculation_320	30AG+70AL in x%	500	FCC_A1+HCP_A3	##2	70.0	30.0	-22463.30615	3084.591577	51.09579546	26.78219907	0.5220400662	0.4779599338			
Point Calculation_321	32AG+68AL in x%	500	FCC_A1+HCP_A3	##2	68.0	32.0	-22921.51546	2938.329455	51.71968983	26.76930435	0.4898621059	0.5101378941			
Point Calculation_322	34AG+66AL in x%	500	FCC_A1+HCP_A3	##2	66.0	34.0	-23379.72254	2792.068042	52.34358117	26.75640978	0.4576843019	0.5423156981			
Point Calculation_323	36AG+64AL in x%	500	FCC_A1+HCP_A3	##2	64.0	36.0	-23837.93325	2645.805471	52.96747745	26.743515	0.4255062429	0.5744937571			
Point Calculation_324	38AG+62AL in x%	500	FCC_A1+HCP_A3	##2	62.0	38.0	-24296.14326	2499.543123	53.59137278	26.7306202	0.393328233	0.606671767			
Point Calculation_325	40AG+60AL in x%	500	FCC_A1+HCP_A3	##2	60.0	40.0	-24754.35222	2353.281111	54.21526667	26.71772553	0.3611502971	0.6388497029			
Point Calculation_326	42AG+58AL in x%	500	FCC_A1+HCP_A3	##2	58.0	42.0	-25212.56094	2207.019177	54.83916024	26.70483103	0.3289723782	0.6710276218			
Point Calculation_327	44AG+56AL in x%	500	FCC_A1+HCP_A3	##2	56.0	44.0	-25670.76991	2060.757163	55.46305414	26.69193607	0.2967944418	0.7032055582			
Point Calculation_328	46AG+54AL in x%	500	FCC_A1+HCP_A3	##2	54.0	46.0	-26128.97887	1914.495149	56.08694804	26.67904156	0.2646165055	0.7353834945			
Point Calculation_329	48AG+52AL in x%	500	FCC_A1+HCP_A3	##2	52.0	48.0	-26587.18784	1768.233135	56.71084194	26.6661468	0.2324385691	0.7675614309			
Point Calculation_330	50AG+50AL in x%	500	FCC_A1+HCP_A3	##2	50.0	50.0	-27045.3968	1621.971122	57.33473585	26.65325218	0.2002606328	0.7997393672			
Point Calculation_331	52AG+48AL in x%	500	FCC_A1+HCP_A3	##2	48.0	52.0	-27503.60577	1475.709108	57.95862975	26.64035734	0.1680826964	0.8319173036			
Point Calculation_332	54AG+46AL in x%	500	FCC_A1+HCP_A3	##2	46.0	54.0	-27961.81518	1329.446951	58.58252426	26.62746268	0.1359047287	0.8640952713			
Point Calculation_333	56AG+44AL in x%	500	FCC_A1+HCP_A3	##2	44.0	56.0	-28420.02371	1183.185077	59.20641757	26.61456804	0.1037268231	0.8962731769			
Point Calculation_334	58AG+42AL in x%	500	FCC_A1+HCP_A3	##2	42.0	58.0	-28878.23266	1036.923067	59.83031146	26.60167322	0.07154888746	0.9284511125			
Point Calculation_335	60AG+40AL in x%	500	HCP_A3+FCC_A1	##2	40.0	60.0	-29336.44162	890.6610542	60.45420536	26.58877857	0.03937095132	0.9606290487			
Point Calculation_336	62AG+38AL in x%	500	HCP_A3+FCC_A1	##2	38.0	62.0	-29794.65057	744.399047	61.07809924	26.57588401	0.00719301613	0.9928069839			
Point Calculation_337	64AG+36AL in x%	500	HCP_A3	##1	36.0	64.0	-30194.41367	467.7525578	61.32433246	26.56298927		1.0			
Point Calculation_338	66AG+34AL in x%	500	HCP_A3	##1	34.0	66.0	-30431.01342	331.8316498	61.52569015	26.55009462		1.0			
Point Calculation_339	68AG+32AL in x%	500	HCP_A3+CUB_A13	##2	32.0	68.0	-30541.2044	288.1798904	61.65876858	26.53719989		0.9525672323	0.04743276768		
Point Calculation_340	70AG+30AL in x%	500	HCP_A3+CUB_A13	##2	30.0	70.0	-30615.26907	1.957645196	61.23445343	26.52430516		0.7108526097	0.2891473903		
Point Calculation_341	72AG+28AL in x%	500	HCP_A3+CUB_A13	##2	28.0	72.0	-30689.33367	-284.2641758	60.81013899	26.51141051		0.4691383416	0.5308616584		
Point Calculation_342	74AG+26AL in x%	500	CUB_A13+HCP_A3	##2	26.0	74.0	-30763.39832	-570.4862446	60.38582414	26.49851581		0.2274238466	0.7725761534		
Point Calculation_343	76AG+24AL in x%	500	CUB_A13	##1	24.0	76.0	-30837.00373	-863.3849018	59.94723765	26.48562119			1.0		
Point Calculation_344	78AG+22AL in x%	500	CUB_A13	##1	22.0	78.0	-30767.16782	-1128.843498	59.27664865	26.47272645			1.0		
Point Calculation_345	80AG+20AL in x%	500	CUB_A13	##1	20.0	80.0	-30452.55192	-1147.479781	58.61014428	26.45983194			1.0		
Point Calculation_346	82AG+18AL in x%	500	CUB_A13+FCC_A1	##2	18.0	82.0	-29944.25184	-490.4556505	58.90759238	26.44693697	0.1409690752		0.8590309248		
Point Calculation_347	84AG+16AL in x%	500	CUB_A13+FCC_A1	##2	16.0	84.0	-29412.93774	593.7435654	60.01336261	26.43404226	0.4020310095		0.5979689905		
Point Calculation_348	86AG+14AL in x%	500	FCC_A1+CUB_A13	##2	14.0	86.0	-28881.62383	1677.942239	61.11913213	26.42114762	0.663092803		0.336907197		
Point Calculation_349	88AG+12AL in x%	500	FCC_A1+CUB_A13	##2	12.0	88.0	-28350.30956	2762.141899	62.22490292	26.40825307	0.924154851		0.07584514899		
Point Calculation_350	90AG+10AL in x%	500	FCC_A1	##1	10.0	90.0	-27789.24815	3249.174662	62.07684563	26.39535822	1.0				
Point Calculation_351	92AG+8AL in x%	500	FCC_A1	##1	8.0	92.0	-27108.68942	3530.868803	61.27911644	26.38246344	1.0				
Point Calculation_352	94AG+6AL in x%	500	FCC_A1	##1	6.0	94.0	-26289.46716	3862.692169	60.30431866	26.36956891	1.0				
Point Calculation_353	96AG+4AL in x%	500	FCC_A1	##1	4.0	96.0	-25313.58449	4249.797892	59.12676477	26.35667415	1.0				
Point Calculation_354	98AG+2AL in x%	500	FCC_A1	##1	2.0	98.0	-24154.33849	4697.820883	57.70431875	26.34377941	1.0				
Point Calculation_355	100AG+0AL in x%	500	FCC_A1	##1		100.0	-22727.79924	5212.902699	55.88140388	26.33088477	1.0				
Point Calculation_356	0AG+100AL in x%	550	FCC_A1	##1	100.0		-17721.66201	6557.387085	44.14372564	27.54342194	1.0				
Point Calculation_357	2AG+98AL in x%	550	FCC_A1+HCP_A3	##2	98.0	2.0	-18235.81237	6577.730656	45.11553277	27.52493006	0.9771758722	0.02282412782			
Point Calculation_358	4AG+96AL in x%	550	FCC_A1+HCP_A3	##2	96.0	4.0	-18725.11154	6429.021035	45.73478651	27.50643799	0.944712586	0.05528741404			
Point Calculation_359	6AG+94AL in x%	550	FCC_A1+HCP_A3	##2	94.0	6.0	-19214.41074	6280.311409	46.35404027	27.487946	0.9122492988	0.08775070124			
Point Calculation_360	8AG+92AL in x%	550	FCC_A1+HCP_A3	##2	92.0	8.0	-19703.71045	6131.601626	46.97329468	27.4694539	0.8797859774	0.1202140226			
Point Calculation_361	10AG+90AL in x%	550	FCC_A1+HCP_A3	##2	90.0	10.0	-20193.00779	5982.892561	47.5925461	27.45096209	0.8473228127	0.1526771873			
Point Calculation_362	12AG+88AL in x%	550	FCC_A1+HCP_A3	##2	88.0	12.0	-20682.30774	5834.182706	48.21180082	27.4324701	0.8148594755	0.1851405245			
Point Calculation_363	14AG+86AL in x%	550	FCC_A1+HCP_A3	##2	86.0	14.0	-21171.60644	5685.473231	48.83105395	27.41397807	0.7823962213	0.2176037787			
Point Calculation_364	16AG+84AL in x%	550	FCC_A1+HCP_A3	##2	84.0	16.0	-21660.90688	5536.763226	49.45030929	27.39548596	0.7499328513	0.2500671487			
Point Calculation_365	18AG+82AL in x%	550	FCC_A1+HCP_A3	##2	82.0	18.0	-22150.2054	5388.053804	50.06956219	27.37699412	0.7174696087	0.2825303913			
Point Calculation_366	20AG+80AL in x%	550	FCC_A1+HCP_A3	##2	80.0	20.0	-22639.50513	5239.344016	50.68881663	27.35850206	0.6850062862	0.3149937138			
Point Calculation_367	22AG+78AL in x%	550	FCC_A1+HCP_A3	##2	78.0	22.0	-23128.80433	5090.634389	51.30807039	27.34001017	0.6525429987	0.3474570013			
Point Calculation_368	24AG+76AL in x%	550	FCC_A1+HCP_A3	##2	76.0	24.0	-23618.10353	4941.924762	51.92732416	27.3215182	0.6200797112	0.3799202888			
Point Calculation_369	26AG+74AL in x%	550	FCC_A1+HCP_A3	##2	74.0	26.0	-24107.40271	4793.215139	52.54657791	27.30302612	0.5876164247	0.4123835753			
Point Calculation_370	28AG+72AL in x%	550	FCC_A1+HCP_A3	##2	72.0	28.0	-24596.70191	4644.50551	53.16583168	27.28453417	0.5551531369	0.4448468631			
Point Calculation_371	30AG+70AL in x%	550	FCC_A1+HCP_A3	##2	70.0	30.0	-25086.00111	4495.795882	53.78508544	27.26604213	0.5226898493	0.4773101507			
Point Calculation_372	32AG+68AL in x%	550	FCC_A1+HCP_A3	##2	68.0	32.0	-25575.29802	4347.08695	54.40433632	27.24755029	0.4902267136	0.5097732864			
Point Calculation_373	34AG+66AL in x%	550	FCC_A1+HCP_A3	##2	66.0	34.0	-26064.59471	4198.378087	55.0235869	27.22905846	0.457763593	0.542236407			
Point Calculation_374	36AG+64AL in x%	550	FCC_A1+HCP_A3	##2	64.0	36.0	-26553.89407	4049.668411	55.64284087	27.21056643	0.4253002948	0.5746997052			
Point Calculation_375	38AG+62AL in x%	550	FCC_A1+HCP_A3	##2	62.0	38.0	-27043.19797	3900.957352	56.26210059	27.19207424	0.3928366948	0.6071633052			
Point Calculation_376	40AG+60AL in x%	550	FCC_A1+HCP_A3	##2	60.0	40.0	-27532.49711	3752.247743	56.88135428	27.17358224	0.3603734113	0.6396265887			
Point Calculation_377	42AG+58AL in x%	550	FCC_A1+HCP_A3	##2	58.0	42.0	-28021.79631	3603.538115	57.50060805	27.15509044	0.3279101238	0.6720898762			
Point Calculation_378	44AG+56AL in x%	550	FCC_A1+HCP_A3	##2	56.0	44.0	-28511.09551	3454.828488	58.11986181	27.13659833	0.2954468363	0.7045531637			
Point Calculation_379	46AG+54AL in x%	550	FCC_A1+HCP_A3	##2	54.0	46.0	-29000.39471	3306.118861	58.73911558	27.11810635	0.2629835489	0.7370164511			
Point Calculation_380	48AG+52AL in x%	550	FCC_A1+HCP_A3	##2	52.0	48.0	-29489.69391	3157.409233	59.35836934	27.09961426	0.2305202614	0.7694797386			
Point Calculation_381	50AG+50AL in x%	550	FCC_A1+HCP_A3	##2	50.0	50.0	-29978.9931	3008.699606	59.97762311	27.08112238	0.1980569739	0.8019430261			
Point Calculation_382	52AG+48AL in x%	550	FCC_A1+HCP_A3	##2	48.0	52.0	-30468.2923	2859.989979	60.59687687	27.0626304	0.1655936864	0.8344063136			
Point Calculation_383	54AG+46AL in x%	550	FCC_A1+HCP_A3	##2	46.0	54.0	-30957.59209	2711.280173	61.21613138	27.04413838	0.13313036	0.86686964			
Point Calculation_384	56AG+44AL in x%	550	FCC_A1+HCP_A3	##2	44.0	56.0	-31446.89071	2562.57072	61.83538442	27.0256463	0.1006671106	0.8993328894			
Point Calculation_385	58AG+42AL in x%	550	FCC_A1+HCP_A3	##2	42.0	58.0	-31936.18514	2413.862543	62.45463215	27.00715458	0.06820413962	0.9317958604			
Point Calculation_386	60AG+40AL in x%	550	HCP_A3+FCC_A1	##2	40.0	60.0	-32425.48889	2265.151524	63.07389166	26.98866239	0.03574055086	0.9642594491			
Point Calculation_387	62AG+38AL in x%	550	HCP_A3+FCC_A1	##2	38.0	62.0	-32914.78829	2116.441842	63.6931457	26.97017058	0.003277249083	0.9967227509			
Point Calculation_388	64AG+36AL in x%	550	HCP_A3	##1	36.0	64.0	-33325.23536	1805.579235	63.87420836	26.9516781		1.0			
Point Calculation_389	66AG+34AL in x%	550	HCP_A3	##1	34.0	66.0	-33571.86726	1668.872012	64.0740714	26.93318647		1.0			
Point Calculation_390	68AG+32AL in x%	550	HCP_A3	##1	32.0	68.0	-33693.8526	1698.192138	64.34917225	26.91469442		1.0			
Point Calculation_391	70AG+30AL in x%	550	HCP_A3+CUB_A13	##2	30.0	70.0	-33746.71542	1456.773534	64.00634356	26.89620229		0.7822485446	0.2177514554		
Point Calculation_392	72AG+28AL in x%	550	HCP_A3+CUB_A13	##2	28.0	72.0	-33797.82042	1130.327445	63.5057234	26.8777105		0.5126697939	0.4873302061		
Point Calculation_393	74AG+26AL in x%	550	CUB_A13+HCP_A3	##2	26.0	74.0	-33848.92544	803.8812462	63.00510306	26.85921844		0.2430909426	0.7569090574		
Point Calculation_394	76AG+24AL in x%	550	CUB_A13	##1	24.0	76.0	-33898.75624	469.7238818	62.48814568	26.84072644			1.0		
Point Calculation_395	78AG+22AL in x%	550	CUB_A13	##1	22.0	78.0	-33795.35515	203.4789697	61.81606204	26.82223431			1.0		
Point Calculation_396	80AG+20AL in x%	550	CUB_A13	##1	20.0	80.0	-33447.37829	184.0563718	61.14806302	26.80374236			1.0		
Point Calculation_397	82AG+18AL in x%	550	CUB_A13+FCC_A1	##2	18.0	82.0	-32975.19235	1303.134528	62.32423069	26.78525057	0.2747651403		0.7252348597		
Point Calculation_398	84AG+16AL in x%	550	FCC_A1+CUB_A13	##2	16.0	84.0	-32502.82455	2464.874312	63.5776343	26.76675854	0.561095807		0.438904193		
Point Calculation_399	86AG+14AL in x%	550	FCC_A1+CUB_A13	##2	14.0	86.0	-32030.45719	3626.612545	64.83103587	26.74826661	0.8474260709		0.1525739291		
Point Calculation_400	88AG+12AL in x%	550	FCC_A1	##1	12.0	88.0	-31545.50702	4341.304404	65.24874804	26.72977469	1.0				
Point Calculation_401	90AG+10AL in x%	550	FCC_A1	##1	10.0	90.0	-30957.2309	4576.779235	64.60729115	26.71128271	1.0				
Point Calculation_402	92AG+8AL in x%	550	FCC_A1	##1	8.0	92.0	-30236.74996	4857.68706	63.80806731	26.69279064	1.0				
Point Calculation_403	94AG+6AL in x%	550	FCC_A1	##1	6.0	94.0	-29368.75208	5188.724111	62.83177489	26.67429879	1.0				
Point Calculation_404	96AG+4AL in x%	550	FCC_A1	##1	4.0	96.0	-28333.95598	5575.043518	61.65272635	26.65580676	1.0				
Point Calculation_405	98AG+2AL in x%	550	FCC_A1	##1	2.0	98.0	-27103.55194	6022.280193	60.2287857	26.63731461	1.0				
Point Calculation_406	100AG+0AL in x%	550	FCC_A1	##1		100.0	-25585.83121	6536.575692	58.40437619	26.61882275	1.0				
Point Calculation_407	0AG+100AL in x%	600	FCC_A1	##1	100.0		-19990.04364	7948.77106	46.56469117	28.1129249	1.0				
Point Calculation_408	2AG+98AL in x%	600	FCC_A1+HCP_A3	##2	98.0	2.0	-20558.40527	8108.478457	47.77813954	28.0891205	0.9854788186	0.0145211814			
Point Calculation_409	4AG+96AL in x%	600	FCC_A1+HCP_A3	##2	96.0	4.0	-21078.48621	7955.237345	48.38953925	28.06531629	0.9526075406	0.04739245939			
Point Calculation_410	6AG+94AL in x%	600	FCC_A1+HCP_A3	##2	94.0	6.0	-21598.56717	7801.996228	49.00093899	28.04151198	0.9197362615	0.08026373847			
Point Calculation_411	8AG+92AL in x%	600	FCC_A1+HCP_A3	##2	92.0	8.0	-22118.65001	7648.754554	49.61234094	28.01770762	0.8868648632	0.1131351368			
Point Calculation_412	10AG+90AL in x%	600	FCC_A1+HCP_A3	##2	90.0	10.0	-22638.72851	7495.514159	50.22373779	27.99390343	0.8539937391	0.1460062609			
Point Calculation_413	12AG+88AL in x%	600	FCC_A1+HCP_A3	##2	88.0	12.0	-23158.81047	7342.272749	50.83513869	27.97009905	0.8211223973	0.1788776027			
Point Calculation_414	14AG+86AL in x%	600	FCC_A1+HCP_A3	##2	86.0	14.0	-23678.89058	7189.03188	51.44653743	27.94629477	0.7882511715	0.2117488285			
Point Calculation_415	16AG+84AL in x%	600	FCC_A1+HCP_A3	##2	84.0	16.0	-24198.97231	7035.790536	52.05793807	27.92249058	0.7553798439	0.2446201561			
Point Calculation_416	18AG+82AL in x%	600	FCC_A1+HCP_A3	##2	82.0	18.0	-24719.05343	6882.549368	52.669338	27.89868602	0.7225085541	0.2774914459			
Point Calculation_417	20AG+80AL in x%	600	FCC_A1+HCP_A3	##2	80.0	20.0	-25239.13439	6729.30825	53.28073774	27.87488195	0.6896372748	0.3103627252			
Point Calculation_418	22AG+78AL in x%	600	FCC_A1+HCP_A3	##2	78.0	22.0	-25759.21544	6576.067106	53.89213758	27.85107763	0.6567659901	0.3432340099			
Point Calculation_419	24AG+76AL in x%	600	FCC_A1+HCP_A3	##2	76.0	24.0	-26279.29649	6422.825962	54.50353741	27.82727336	0.6238947054	0.3761052946			
Point Calculation_420	26AG+74AL in x%	600	FCC_A1+HCP_A3	##2	74.0	26.0	-26799.37753	6269.584819	55.11493725	27.80346894	0.5910234207	0.4089765793			
Point Calculation_421	28AG+72AL in x%	600	FCC_A1+HCP_A3	##2	72.0	28.0	-27319.45866	6116.343651	55.72633718	27.77966469	0.558152131	0.441847869			
Point Calculation_422	30AG+70AL in x%	600	FCC_A1+HCP_A3	##2	70.0	30.0	-27839.53478	5963.103959	56.33773123	27.75586064	0.5252811577	0.4747188423			
Point Calculation_423	32AG+68AL in x%	600	FCC_A1+HCP_A3	##2	68.0	32.0	-28359.61945	5809.861747	56.94913533	27.73205605	0.4924096437	0.5075903563			
Point Calculation_424	34AG+66AL in x%	600	FCC_A1+HCP_A3	##2	66.0	34.0	-28879.69888	5656.621079	57.56053327	27.70825185	0.4595384611	0.5404615389			
Point Calculation_425	36AG+64AL in x%	600	FCC_A1+HCP_A3	##2	64.0	36.0	-29399.78276	5503.3791	58.17193644	27.68444746	0.4266669973	0.5733330027			
Point Calculation_426	38AG+62AL in x%	600	FCC_A1+HCP_A3	##2	62.0	38.0	-29919.86381	5350.137956	58.78333628	27.66064319	0.3937957126	0.6062042874			
Point Calculation_427	40AG+60AL in x%	600	FCC_A1+HCP_A3	##2	60.0	40.0	-30439.94486	5196.896813	59.39473611	27.63683877	0.360924428	0.639075572			
Point Calculation_428	42AG+58AL in x%	600	FCC_A1+HCP_A3	##2	58.0	42.0	-30960.0259	5043.655669	60.00613595	27.61303462	0.3280531433	0.6719468567			
Point Calculation_429	44AG+56AL in x%	600	FCC_A1+HCP_A3	##2	56.0	44.0	-31480.10695	4890.414525	60.61753579	27.58923019	0.2951818586	0.7048181414			
Point Calculation_430	46AG+54AL in x%	600	FCC_A1+HCP_A3	##2	54.0	46.0	-32000.188	4737.173381	61.22893563	27.56542598	0.2623105739	0.7376894261			
Point Calculation_431	48AG+52AL in x%	600	FCC_A1+HCP_A3	##2	52.0	48.0	-32520.26904	4583.932238	61.84033547	27.54162165	0.2294392892	0.7705607108			
Point Calculation_432	50AG+50AL in x%	600	FCC_A1+HCP_A3	##2	50.0	50.0	-33040.35009	4430.691094	62.4517353	27.51781742	0.1965680045	0.8034319955			
Point Calculation_433	52AG+48AL in x%	600	FCC_A1+HCP_A3	##2	48.0	52.0	-33560.43094	4277.450008	63.06313491	27.49401313	0.1636967323	0.8363032677			
Point Calculation_434	54AG+46AL in x%	600	FCC_A1+HCP_A3	##2	46.0	54.0	-34080.5128	4124.208625	63.6745357	27.47020898	0.1308253963	0.8691746037			
Point Calculation_435	56AG+44AL in x%	600	FCC_A1+HCP_A3	##2	44.0	56.0	-34600.59324	3970.967659	64.28593483	27.4464046	0.09795414964	0.9020458504			
Point Calculation_436	58AG+42AL in x%	600	FCC_A1+HCP_A3	##2	42.0	58.0	-35120.67307	3817.726875	64.89733323	27.42260032	0.06508294208	0.9349170579			
Point Calculation_437	60AG+40AL in x%	600	HCP_A3+FCC_A1	##2	40.0	60.0	-35640.7552	3664.48541	65.50873435	27.39879584	0.03221158869	0.9677884113			
Point Calculation_438	62AG+38AL in x%	600	HCP_A3	##1	38.0	62.0	-36160.79285	3505.040154	66.10972168	27.37499142		1.0			
Point Calculation_439	64AG+36AL in x%	600	HCP_A3	##1	36.0	64.0	-36578.71089	3163.10125	66.23635357	27.35118747		1.0			
Point Calculation_440	66AG+34AL in x%	600	HCP_A3	##1	34.0	66.0	-36835.29125	3025.335842	66.43437848	27.32738289		1.0			
Point Calculation_441	68AG+32AL in x%	600	HCP_A3	##1	32.0	68.0	-36970.98693	3053.597784	66.7076412	27.30357876		1.0			
Point Calculation_442	70AG+30AL in x%	600	HCP_A3+CUB_A13	##2	30.0	70.0	-37015.46262	3038.707226	66.75694974	27.27977419		0.9070760614	0.09292393859		
Point Calculation_443	72AG+28AL in x%	600	HCP_A3+CUB_A13	##2	28.0	72.0	-37038.47756	2632.875947	66.11892251	27.25597019		0.5923305091	0.4076694909		
