CalculationName	AlloyChemistry	T	phase_name	#phases	x(AL)	x(AG)	G	H	S	Cp	f(@FCC_A1)	f(@HCP_A3)	f(@CUB_A13)	f(@LIQUID)	f(@BCC_A2)
		K			%	%	J/mole			J/(mole K)	mole/mole	mole/mole	mole/mole		
Point Calculation_444	74AG+26AL in x%	600	CUB_A13+HCP_A3	##2	26.0	74.0	-37061.49249	2227.045196	65.48089614	27.23216579		0.2775854197	0.7224145803		
Point Calculation_445	76AG+24AL in x%	600	CUB_A13	##1	24.0	76.0	-37082.66047	1820.896781	64.83926208	27.20836166			1.0		
Point Calculation_446	78AG+22AL in x%	600	CUB_A13	##1	22.0	78.0	-36945.6105	1553.593683	64.16534031	27.18455731			1.0		
Point Calculation_447	80AG+20AL in x%	600	CUB_A13+FCC_A1	##2	20.0	80.0	-36582.41648	2013.48251	64.32649832	27.16075309	0.1273271136		0.8726728864		
Point Calculation_448	82AG+18AL in x%	600	FCC_A1+CUB_A13	##2	18.0	82.0	-36176.6661	3268.07793	65.74124005	27.13694865	0.4460534082		0.5539465918		
Point Calculation_449	84AG+16AL in x%	600	FCC_A1+CUB_A13	##2	16.0	84.0	-35770.91577	4522.673049	67.15598137	27.11314425	0.7647796275		0.2352203725		
Point Calculation_450	86AG+14AL in x%	600	FCC_A1	##1	14.0	86.0	-35361.32324	5492.880318	68.09033926	27.08933989	1.0				
Point Calculation_451	88AG+12AL in x%	600	FCC_A1	##1	12.0	88.0	-34867.1732	5686.128186	67.58883564	27.06553565	1.0				
Point Calculation_452	90AG+10AL in x%	600	FCC_A1	##1	10.0	90.0	-34246.77954	5920.544831	66.94554061	27.04173128	1.0				
Point Calculation_453	92AG+8AL in x%	600	FCC_A1	##1	8.0	92.0	-33486.29271	6200.39447	66.14447864	27.01792708	1.0				
Point Calculation_454	94AG+6AL in x%	600	FCC_A1	##1	6.0	94.0	-32569.43551	6530.373335	65.16634808	26.99412257	1.0				
Point Calculation_455	96AG+4AL in x%	600	FCC_A1	##1	4.0	96.0	-31475.64229	6915.634556	63.98546141	26.97031844	1.0				
Point Calculation_456	98AG+2AL in x%	600	FCC_A1	##1	2.0	98.0	-30173.99653	7361.813044	62.55968262	26.94651413	1.0				
Point Calculation_457	100AG+0AL in x%	600	FCC_A1	##1		100.0	-28565.01063	7875.050357	60.73343497	26.92270982	1.0				
Point Calculation_458	0AG+100AL in x%	650	FCC_A1	##1	100.0		-22375.6683	9368.830471	48.83769042	28.69140514	1.0				
Point Calculation_459	2AG+98AL in x%	650	FCC_A1	##1	98.0	2.0	-23013.20631	9754.716341	50.41218869	28.66240443	1.0				
Point Calculation_460	4AG+96AL in x%	650	FCC_A1+HCP_A3	##2	96.0	4.0	-23563.57221	9596.413494	51.01536263	28.63340357	0.9666841134	0.03331588659			
Point Calculation_461	6AG+94AL in x%	650	FCC_A1+HCP_A3	##2	94.0	6.0	-24113.93472	9435.442793	51.61442694	28.6044031	0.9331902322	0.06680976783			
Point Calculation_462	8AG+92AL in x%	650	FCC_A1+HCP_A3	##2	92.0	8.0	-24664.30303	9274.470395	52.21349757	28.575402	0.8996959979	0.1003040021			
Point Calculation_463	10AG+90AL in x%	650	FCC_A1+HCP_A3	##2	90.0	10.0	-25214.66702	9113.499258	52.81256351	28.54640126	0.8662020261	0.1337979739			
Point Calculation_464	12AG+88AL in x%	650	FCC_A1+HCP_A3	##2	88.0	12.0	-25765.03232	8952.527739	53.41163087	28.5174005	0.8327079749	0.1672920251			
Point Calculation_465	14AG+86AL in x%	650	FCC_A1+HCP_A3	##2	86.0	14.0	-26315.39874	8791.555895	54.01069944	28.48839966	0.7992138557	0.2007861443			
Point Calculation_466	16AG+84AL in x%	650	FCC_A1+HCP_A3	##2	84.0	16.0	-26865.76505	8630.584081	54.60976789	28.45939894	0.7657197431	0.2342802569			
Point Calculation_467	18AG+82AL in x%	650	FCC_A1+HCP_A3	##2	82.0	18.0	-27416.12765	8469.613352	55.20883231	28.43039821	0.7322258561	0.2677741439			
Point Calculation_468	20AG+80AL in x%	650	FCC_A1+HCP_A3	##2	80.0	20.0	-27966.49269	8308.64191	55.80789938	28.40139756	0.6987318208	0.3012681792			
Point Calculation_469	22AG+78AL in x%	650	FCC_A1+HCP_A3	##2	78.0	22.0	-28516.85775	8147.670461	56.40696648	28.37239661	0.6652377839	0.3347622161			
Point Calculation_470	24AG+76AL in x%	650	FCC_A1+HCP_A3	##2	76.0	24.0	-29067.22282	7986.699012	57.00603358	28.34339585	0.631743747	0.368256253			
Point Calculation_471	26AG+74AL in x%	650	FCC_A1+HCP_A3	##2	74.0	26.0	-29617.58788	7825.727562	57.60510068	28.31439507	0.5982497102	0.4017502898			
Point Calculation_472	28AG+72AL in x%	650	FCC_A1+HCP_A3	##2	72.0	28.0	-30167.95294	7664.756113	58.20416778	28.28539424	0.5647556733	0.4352443267			
Point Calculation_473	30AG+70AL in x%	650	FCC_A1+HCP_A3	##2	70.0	30.0	-30718.31823	7503.784595	58.80323512	28.2563936	0.5312616225	0.4687383775			
Point Calculation_474	32AG+68AL in x%	650	FCC_A1+HCP_A3	##2	68.0	32.0	-31268.68307	7342.813214	59.40230198	28.22739291	0.4977675996	0.5022324004			
Point Calculation_475	34AG+66AL in x%	650	FCC_A1+HCP_A3	##2	66.0	34.0	-31819.04814	7181.841765	60.00136908	28.19839209	0.4642735628	0.5357264372			
Point Calculation_476	36AG+64AL in x%	650	FCC_A1+HCP_A3	##2	64.0	36.0	-32369.4132	7020.870316	60.60043618	28.16939126	0.4307795259	0.5692204741			
Point Calculation_477	38AG+62AL in x%	650	FCC_A1+HCP_A3	##2	62.0	38.0	-32919.77826	6859.898866	61.19950328	28.14039049	0.397285489	0.602714511			
Point Calculation_478	40AG+60AL in x%	650	FCC_A1+HCP_A3	##2	60.0	40.0	-33470.14333	6698.927417	61.79857038	28.11138981	0.3637914522	0.6362085478			
Point Calculation_479	42AG+58AL in x%	650	FCC_A1+HCP_A3	##2	58.0	42.0	-34020.50839	6537.955968	62.39763748	28.08238894	0.3302974153	0.6697025847			
Point Calculation_480	44AG+56AL in x%	650	FCC_A1+HCP_A3	##2	56.0	44.0	-34570.87183	6376.984994	62.99670281	28.0533882	0.2968034774	0.7031965226			
Point Calculation_481	46AG+54AL in x%	650	FCC_A1+HCP_A3	##2	54.0	46.0	-35121.2413	6216.012254	63.59577471	28.02438725	0.2633091721	0.7366908279			
Point Calculation_482	48AG+52AL in x%	650	FCC_A1+HCP_A3	##2	52.0	48.0	-35671.60479	6055.041267	64.19484009	27.99538664	0.2298152314	0.7701847686			
Point Calculation_483	50AG+50AL in x%	650	FCC_A1+HCP_A3	##2	50.0	50.0	-36221.9698	5894.069832	64.79390713	27.96638586	0.1963211975	0.8036788025			
Point Calculation_484	52AG+48AL in x%	650	FCC_A1+HCP_A3	##2	48.0	52.0	-36772.33373	5733.098716	65.39297299	27.937385	0.1628272299	0.8371727701			
Point Calculation_485	54AG+46AL in x%	650	FCC_A1+HCP_A3	##2	46.0	54.0	-37322.69718	5572.127737	65.99203834	27.90838431	0.129333291	0.870666709			
Point Calculation_486	56AG+44AL in x%	650	FCC_A1+HCP_A3	##2	44.0	56.0	-37873.06134	5411.156552	66.59110446	27.87938369	0.09583930913	0.9041606909			
Point Calculation_487	58AG+42AL in x%	650	HCP_A3+FCC_A1	##2	42.0	58.0	-38423.4291	5250.184315	67.19017449	27.85038282	0.06234510827	0.9376548917			
Point Calculation_488	60AG+40AL in x%	650	HCP_A3+FCC_A1	##2	40.0	60.0	-38973.7939	5089.212942	67.7892413	27.82138206	0.02885108762	0.9711489124			
Point Calculation_489	62AG+38AL in x%	650	HCP_A3	##1	38.0	62.0	-39522.06496	4884.168893	68.31728286	27.79238133		1.0			
Point Calculation_490	64AG+36AL in x%	650	HCP_A3	##1	36.0	64.0	-39946.26286	4540.909645	68.44180385	27.76338044		1.0			
Point Calculation_491	66AG+34AL in x%	650	HCP_A3	##1	34.0	66.0	-40212.69271	4401.823894	68.63771785	27.73437987		1.0			
Point Calculation_492	68AG+32AL in x%	650	HCP_A3	##1	32.0	68.0	-40361.99979	4428.765494	68.90886967	27.70537898		1.0			
Point Calculation_493	70AG+30AL in x%	650	HCP_A3	##1	30.0	70.0	-40420.21654	4595.343113	69.25470716	27.67637832		1.0			
Point Calculation_494	72AG+28AL in x%	650	HCP_A3+CUB_A13	##2	28.0	72.0	-40412.02756	4366.617095	68.89022255	27.64737722		0.7698009735	0.2301990265		
Point Calculation_495	74AG+26AL in x%	650	HCP_A3+CUB_A13	##2	26.0	74.0	-40396.6964	3769.242838	67.94759882	27.61837652		0.3647253264	0.6352746736		
Point Calculation_496	76AG+24AL in x%	650	CUB_A13	##1	24.0	76.0	-40380.04739	3190.783112	67.03204693	27.58937575			1.0		
Point Calculation_497	78AG+22AL in x%	650	CUB_A13	##1	22.0	78.0	-40209.24959	2922.15967	66.35601425	27.5603749			1.0		
Point Calculation_498	80AG+20AL in x%	650	CUB_A13+FCC_A1	##2	20.0	80.0	-39881.2477	4089.175036	67.64680421	27.53137419	0.3132548208		0.6867451792		
Point Calculation_499	82AG+18AL in x%	650	FCC_A1+CUB_A13	##2	18.0	82.0	-39550.89384	5465.540742	69.25605321	27.50237354	0.6772069387		0.3227930613		
Point Calculation_500	84AG+16AL in x%	650	FCC_A1	##1	16.0	84.0	-39219.84962	6701.549098	70.64830573	27.47337274	1.0				
Point Calculation_501	86AG+14AL in x%	650	FCC_A1	##1	14.0	86.0	-38821.0053	6856.164928	70.27256958	27.44437205	1.0				
Point Calculation_502	88AG+12AL in x%	650	FCC_A1	##1	12.0	88.0	-38301.72833	7048.092452	69.76895505	27.41537123	1.0				
Point Calculation_503	90AG+10AL in x%	650	FCC_A1	##1	10.0	90.0	-37649.11818	7281.188753	69.12354912	27.38637044	1.0				
Point Calculation_504	92AG+8AL in x%	650	FCC_A1	##1	8.0	92.0	-36848.52651	7559.718048	68.32037624	27.35736971	1.0				
Point Calculation_505	94AG+6AL in x%	650	FCC_A1	##1	6.0	94.0	-35882.71104	7888.376569	67.34013478	27.32836894	1.0				
Point Calculation_506	96AG+4AL in x%	650	FCC_A1	##1	4.0	96.0	-34729.82173	8272.317445	66.1571372	27.29936812	1.0				
Point Calculation_507	98AG+2AL in x%	650	FCC_A1	##1	2.0	98.0	-33356.83529	8717.17559	64.7292475	27.27036743	1.0				
Point Calculation_508	100AG+0AL in x%	650	FCC_A1	##1		100.0	-31656.48526	9229.092558	62.90088895	27.24136654	1.0				
Point Calculation_509	0AG+100AL in x%	700	FCC_A1	##1	100.0		-24871.72913	10818.14163	50.98552966	29.2832207	1.0				
Point Calculation_510	2AG+98AL in x%	700	FCC_A1	##1	98.0	2.0	-25587.93441	11202.44781	52.55768889	29.24903671	1.0				
Point Calculation_511	4AG+96AL in x%	700	FCC_A1+HCP_A3	##2	96.0	4.0	-26180.98357	11409.61624	53.70085687	29.21485275	0.9928844626	0.007115537365			
Point Calculation_512	6AG+94AL in x%	700	FCC_A1+HCP_A3	##2	94.0	6.0	-26760.85802	11235.69964	54.28079666	29.18066894	0.9583452503	0.04165474973			
Point Calculation_513	8AG+92AL in x%	700	FCC_A1+HCP_A3	##2	92.0	8.0	-27340.73439	11061.78259	54.86073854	29.14648485	0.9238059334	0.07619406663			
Point Calculation_514	10AG+90AL in x%	700	FCC_A1+HCP_A3	##2	90.0	10.0	-27920.61098	10887.8652	55.44068025	29.11230084	0.8892665824	0.1107334176			
Point Calculation_515	12AG+88AL in x%	700	FCC_A1+HCP_A3	##2	88.0	12.0	-28500.4857	10713.94851	56.02062029	29.07811689	0.8547273538	0.1452726462			
Point Calculation_516	14AG+86AL in x%	700	FCC_A1+HCP_A3	##2	86.0	14.0	-29080.3622	10540.03128	56.60056212	29.04393278	0.8201880188	0.1798119812			
Point Calculation_517	16AG+84AL in x%	700	FCC_A1+HCP_A3	##2	84.0	16.0	-29660.23879	10366.11403	57.18050403	29.00974882	0.7856486787	0.2143513213			
Point Calculation_518	18AG+82AL in x%	700	FCC_A1+HCP_A3	##2	82.0	18.0	-30240.11377	10192.19726	57.76044434	28.97556485	0.7511094343	0.2488905657			
Point Calculation_519	20AG+80AL in x%	700	FCC_A1+HCP_A3	##2	80.0	20.0	-30819.99007	10018.2801	58.34038595	28.94138102	0.7165701115	0.2834298885			
Point Calculation_520	22AG+78AL in x%	700	FCC_A1+HCP_A3	##2	78.0	22.0	-31399.86588	9844.363082	58.92032709	28.90719691	0.6820308177	0.3179691823			
Point Calculation_521	24AG+76AL in x%	700	FCC_A1+HCP_A3	##2	76.0	24.0	-31979.74169	9670.446065	59.50026822	28.87301285	0.6474915239	0.3525084761			
Point Calculation_522	26AG+74AL in x%	700	FCC_A1+HCP_A3	##2	74.0	26.0	-32559.6175	9496.529047	60.08020936	28.8388292	0.6129522301	0.3870477699			
Point Calculation_523	28AG+72AL in x%	700	HCP_A3+FCC_A1	##2	72.0	28.0	-33139.4925	9322.61224	60.66014963	28.80464502	0.5784129817	0.4215870183			
Point Calculation_524	30AG+70AL in x%	700	HCP_A3+FCC_A1	##2	70.0	30.0	-33719.36817	9148.695266	61.24009062	28.77046113	0.5438736964	0.4561263036			
Point Calculation_525	32AG+68AL in x%	700	FCC_A1+HCP_A3	##2	68.0	32.0	-34299.24494	8974.777994	61.82003276	28.73627696	0.5093343487	0.4906656513			
Point Calculation_526	34AG+66AL in x%	700	FCC_A1+HCP_A3	##2	66.0	34.0	-34879.12075	8800.860976	62.39997389	28.70209314	0.4747950549	0.5252049451			
Point Calculation_527	36AG+64AL in x%	700	FCC_A1+HCP_A3	##2	64.0	36.0	-35458.99656	8626.943959	62.97991503	28.66790892	0.4402557611	0.5597442389			
Point Calculation_528	38AG+62AL in x%	700	FCC_A1+HCP_A3	##2	62.0	38.0	-36038.87237	8453.026941	63.55985616	28.63372515	0.4057164673	0.5942835327			
Point Calculation_529	40AG+60AL in x%	700	FCC_A1+HCP_A3	##2	60.0	40.0	-36618.74478	8279.110944	64.13979389	28.59954135	0.3711773761	0.6288226239			
Point Calculation_530	42AG+58AL in x%	700	FCC_A1+HCP_A3	##2	58.0	42.0	-37198.61715	8105.19496	64.71973158	28.56535764	0.3366382876	0.6633617124			
Point Calculation_531	44AG+56AL in x%	700	FCC_A1+HCP_A3	##2	56.0	44.0	-37778.49963	7931.275942	65.29967938	28.53117318	0.3020985965	0.6979014035			
Point Calculation_532	46AG+54AL in x%	700	FCC_A1+HCP_A3	##2	54.0	46.0	-38358.36703	7757.361446	65.87961211	28.49698973	0.2675598036	0.7324401964			
Point Calculation_533	48AG+52AL in x%	700	FCC_A1+HCP_A3	##2	52.0	48.0	-38938.25079	7583.442046	66.45956119	28.46280519	0.2330200366	0.7669799634			
Point Calculation_534	50AG+50AL in x%	700	FCC_A1+HCP_A3	##2	50.0	50.0	-39518.12737	7409.524797	67.0395031	28.42862132	0.1984806967	0.8015193033			
Point Calculation_535	52AG+48AL in x%	700	FCC_A1+HCP_A3	##2	48.0	52.0	-40098.00178	7235.608199	67.61944283	28.39443724	0.1639414864	0.8360585136			
Point Calculation_536	54AG+46AL in x%	700	FCC_A1+HCP_A3	##2	46.0	54.0	-40677.88214	7061.689817	68.19938851	28.36025306	0.1294019215	0.8705980785			
Point Calculation_537	56AG+44AL in x%	700	FCC_A1+HCP_A3	##2	44.0	56.0	-41257.75433	6887.773885	68.77932603	28.32606945	0.09486284335	0.9051371567			
Point Calculation_538	58AG+42AL in x%	700	HCP_A3+FCC_A1	##2	42.0	58.0	-41837.63072	6713.856696	69.35926773	28.29188544	0.06032351544	0.9396764846			
Point Calculation_539	60AG+40AL in x%	700	HCP_A3+FCC_A1	##2	40.0	60.0	-42417.50633	6539.939735	69.93920867	28.25770138	0.02578423372	0.9742157663			
Point Calculation_540	62AG+38AL in x%	700	HCP_A3	##1	38.0	62.0	-42990.32003	6284.510251	70.39261468	28.2235172		1.0			
Point Calculation_541	64AG+36AL in x%	700	HCP_A3	##1	36.0	64.0	-43420.68638	5939.671331	70.51479672	28.18933335		1.0			
Point Calculation_542	66AG+34AL in x%	700	HCP_A3	##1	34.0	66.0	-43696.85434	5799.00591	70.70837178	28.15514932		1.0			
Point Calculation_543	68AG+32AL in x%	700	HCP_A3	##1	32.0	68.0	-43859.66141	5824.367843	70.97718465	28.12096551		1.0			
Point Calculation_544	70AG+30AL in x%	700	HCP_A3	##1	30.0	70.0	-43935.11244	5989.365792	71.32068319	28.0867812		1.0			
Point Calculation_545	72AG+28AL in x%	700	HCP_A3	##1	28.0	72.0	-43935.2578	6278.098101	71.73336557	28.05259767		1.0			
Point Calculation_546	74AG+26AL in x%	700	HCP_A3+CUB_A13	##2	26.0	74.0	-43866.42368	5958.505958	71.17847091	28.01841345		0.7174981106	0.2825018894		
Point Calculation_547	76AG+24AL in x%	700	CUB_A13+HCP_A3	##2	24.0	76.0	-43783.73778	4606.457323	69.12885015	27.98422911		0.01921208997	0.98078791		
Point Calculation_548	78AG+22AL in x%	700	CUB_A13+FCC_A1	##2	22.0	78.0	-43594.28196	4923.573796	69.31122251	27.95004518	0.1528186441		0.8471813559		
Point Calculation_549	80AG+20AL in x%	700	FCC_A1+CUB_A13	##2	20.0	80.0	-43350.77339	6487.084813	71.19694028	27.91586147	0.589143411		0.410856589		
Point Calculation_550	82AG+18AL in x%	700	FCC_A1	##1	18.0	82.0	-43107.08838	7965.314774	72.96057593	27.88167746	1.0				
Point Calculation_551	84AG+16AL in x%	700	FCC_A1	##1	16.0	84.0	-42804.0223	8084.514076	72.69790911	27.84749338	1.0				
Point Calculation_552	86AG+14AL in x%	700	FCC_A1	##1	14.0	86.0	-42386.33357	8237.550236	72.31983401	27.81330932	1.0				
Point Calculation_553	88AG+12AL in x%	700	FCC_A1	##1	12.0	88.0	-41841.81828	8427.898089	71.81388053	27.77912558	1.0				
Point Calculation_554	90AG+10AL in x%	700	FCC_A1	##1	10.0	90.0	-41156.88024	8659.414719	71.16613565	27.74494148	1.0				
Point Calculation_555	92AG+8AL in x%	700	FCC_A1	##1	8.0	92.0	-40316.07234	8936.364342	70.36062382	27.71075761	1.0				
Point Calculation_556	94AG+6AL in x%	700	FCC_A1	##1	6.0	94.0	-39301.1872	9263.443192	69.37804341	27.67657371	1.0				
Point Calculation_557	96AG+4AL in x%	700	FCC_A1	##1	4.0	96.0	-38089.09042	9645.804398	68.19270688	27.64238963	1.0				
Point Calculation_558	98AG+2AL in x%	700	FCC_A1	##1	2.0	98.0	-36644.65189	10089.08287	66.76247824	27.60820555	1.0				
Point Calculation_559	100AG+0AL in x%	700	FCC_A1	##1		100.0	-34852.82635	10599.42017	64.93178074	27.57402166	1.0				
Point Calculation_560	0AG+100AL in x%	750	FCC_A1	##1	100.0		-27472.471	12298.98752	53.02861136	29.97728996	1.0				
Point Calculation_561	2AG+98AL in x%	750	FCC_A1	##1	98.0	2.0	-28267.22099	12681.42274	54.59819164	29.93614712	1.0				
Point Calculation_562	4AG+96AL in x%	750	FCC_A1	##1	96.0	4.0	-28923.19302	12977.25961	55.86727018	29.89500401	1.0				
Point Calculation_563	6AG+94AL in x%	750	FCC_A1	##1	94.0	6.0	-29544.72156	13195.72583	56.9872632	29.8538609	1.0				
Point Calculation_564	8AG+92AL in x%	750	FCC_A1+HCP_A3	##2	92.0	8.0	-30153.569	13126.3376	57.70654213	29.81271828	0.9760308586	0.02396914143			
Point Calculation_565	10AG+90AL in x%	750	FCC_A1+HCP_A3	##2	90.0	10.0	-30761.73317	12929.87311	58.25547504	29.77157558	0.9393893182	0.06061068182			
Point Calculation_566	12AG+88AL in x%	750	HCP_A3+FCC_A1	##2	88.0	12.0	-31369.89972	12733.40784	58.80441009	29.73043269	0.9027476321	0.09725236789			
Point Calculation_567	14AG+86AL in x%	750	HCP_A3+FCC_A1	##2	86.0	14.0	-31978.06529	12536.9429	59.35334425	29.68928963	0.866106006	0.133893994			
Point Calculation_568	16AG+84AL in x%	750	FCC_A1+HCP_A3	##2	84.0	16.0	-32586.23116	12340.47785	59.90227868	29.64814669	0.8294643613	0.1705356387			
Point Calculation_569	18AG+82AL in x%	750	FCC_A1+HCP_A3	##2	82.0	18.0	-33194.39658	12144.01295	60.45121271	29.60700391	0.7928227444	0.2071772556			
Point Calculation_570	20AG+80AL in x%	750	FCC_A1+HCP_A3	##2	80.0	20.0	-33802.56217	11947.548	61.00014689	29.56586091	0.7561811166	0.2438188834			
Point Calculation_571	22AG+78AL in x%	750	FCC_A1+HCP_A3	##2	78.0	22.0	-34410.72777	11751.08304	61.54908108	29.52471812	0.7195394888	0.2804605112			
Point Calculation_572	24AG+76AL in x%	750	FCC_A1+HCP_A3	##2	76.0	24.0	-35018.89337	11554.61808	62.09801527	29.48357527	0.682897861	0.317102139			
Point Calculation_573	26AG+74AL in x%	750	HCP_A3+FCC_A1	##2	74.0	26.0	-35627.05901	11358.15311	62.6469495	29.44243236	0.6462562302	0.3537437698			
Point Calculation_574	28AG+72AL in x%	750	HCP_A3+FCC_A1	##2	72.0	28.0	-36235.22459	11161.68816	63.19588368	29.40128937	0.6096146033	0.3903853967			
Point Calculation_575	30AG+70AL in x%	750	FCC_A1+HCP_A3	##2	70.0	30.0	-36843.39016	10965.22322	63.74481783	29.36014658	0.5729729775	0.4270270225			
Point Calculation_576	32AG+68AL in x%	750	FCC_A1+HCP_A3	##2	68.0	32.0	-37451.55644	10768.75809	64.2937527	29.31900365	0.5363313138	0.4636686862			
Point Calculation_577	34AG+66AL in x%	750	FCC_A1+HCP_A3	##2	66.0	34.0	-38059.72146	10572.29327	64.8426863	29.27786065	0.4996897149	0.5003102851			
Point Calculation_578	36AG+64AL in x%	750	FCC_A1+HCP_A3	##2	64.0	36.0	-38667.88445	10375.82925	65.39161828	29.23671804	0.4630482554	0.5369517446			
Point Calculation_579	38AG+62AL in x%	750	FCC_A1+HCP_A3	##2	62.0	38.0	-39276.04791	10179.36508	65.94055064	29.1955752	0.4264067671	0.5735932329			
Point Calculation_580	40AG+60AL in x%	750	FCC_A1+HCP_A3	##2	60.0	40.0	-39884.21813	9982.898443	66.48948876	29.15443199	0.3897648392	0.6102351608			
Point Calculation_581	42AG+58AL in x%	750	FCC_A1+HCP_A3	##2	58.0	42.0	-40492.38385	9786.433442	67.03842306	29.11328901	0.3531232034	0.6468767966			
Point Calculation_582	44AG+56AL in x%	750	FCC_A1+HCP_A3	##2	56.0	44.0	-41100.55341	9589.967213	67.58736083	29.072146	0.3164813377	0.6835186623			
Point Calculation_583	46AG+54AL in x%	750	FCC_A1+HCP_A3	##2	54.0	46.0	-41708.71458	9393.503684	68.13629102	29.03100347	0.279839976	0.720160024			
Point Calculation_584	48AG+52AL in x%	750	FCC_A1+HCP_A3	##2	52.0	48.0	-42316.87669	9197.039856	68.68522206	28.98986083	0.2431985586	0.7568014414			
Point Calculation_585	50AG+50AL in x%	750	FCC_A1+HCP_A3	##2	50.0	50.0	-42925.04559	9000.573833	69.23415923	28.94871767	0.2065567317	0.7934432683			
Point Calculation_586	52AG+48AL in x%	750	FCC_A1+HCP_A3	##2	48.0	52.0	-43533.21172	8804.108705	69.7830939	28.90757457	0.1699150717	0.8300849283			
Point Calculation_587	54AG+46AL in x%	750	FCC_A1+HCP_A3	##2	46.0	54.0	-44141.37638	8607.644051	70.33202724	28.86643171	0.1332735003	0.8667264997			
Point Calculation_588	56AG+44AL in x%	750	FCC_A1+HCP_A3	##2	44.0	56.0	-44749.5432	8411.178701	70.88096253	28.82528887	0.09663179888	0.9033682011			
Point Calculation_589	58AG+42AL in x%	750	HCP_A3+FCC_A1	##2	42.0	58.0	-45357.70851	8214.713836	71.42989646	28.78414604	0.05999018799	0.940009812			
Point Calculation_590	60AG+40AL in x%	750	HCP_A3+FCC_A1	##2	40.0	60.0	-45965.87433	8018.248822	71.97883086	28.74300299	0.02334854325	0.9766514568			
Point Calculation_591	62AG+38AL in x%	750	HCP_A3	##1	38.0	62.0	-46559.45619	7707.356999	72.35575092	28.70186054		1.0			
Point Calculation_592	64AG+36AL in x%	750	HCP_A3	##1	36.0	64.0	-46995.86842	7360.647139	72.47535408	28.66071743		1.0			
Point Calculation_593	66AG+34AL in x%	750	HCP_A3	##1	34.0	66.0	-47281.65191	7218.11078	72.66635025	28.61957436		1.0			
Point Calculation_594	68AG+32AL in x%	750	HCP_A3	##1	32.0	68.0	-47457.8364	7241.601777	72.93258424	28.57843152		1.0			
Point Calculation_595	70AG+30AL in x%	750	HCP_A3	##1	30.0	70.0	-47550.39913	7404.728787	73.27350389	28.53728891		1.0			
Point Calculation_596	72AG+28AL in x%	750	HCP_A3	##1	28.0	72.0	-47571.11538	7691.590147	73.68360737	28.49614579		1.0			
Point Calculation_597	74AG+26AL in x%	750	HCP_A3	##1	26.0	74.0	-47519.05589	8094.858868	74.15188635	28.45500277		1.0			
Point Calculation_598	76AG+24AL in x%	750	HCP_A3+FCC_A1	##2	24.0	76.0	-47382.73201	8611.580482	74.65908332	28.41386033	0.002648241524	0.9973517585			
Point Calculation_599	78AG+22AL in x%	750	HCP_A3+FCC_A1	##2	22.0	78.0	-47198.96054	8916.167127	74.82017022	28.3727171	0.4416900558	0.5583099442			
Point Calculation_600	80AG+20AL in x%	750	FCC_A1+HCP_A3	##2	20.0	80.0	-47015.18906	9220.753774	74.98125712	28.33157418	0.8807318806	0.1192681194			
Point Calculation_601	82AG+18AL in x%	750	FCC_A1	##1	18.0	82.0	-46803.99036	9369.452125	74.89792331	28.29043111	1.0				
Point Calculation_602	84AG+16AL in x%	750	FCC_A1	##1	16.0	84.0	-46487.72771	9486.780487	74.6326776	28.24928848	1.0				
Point Calculation_603	86AG+14AL in x%	750	FCC_A1	##1	14.0	86.0	-46051.07201	9637.945707	74.25202362	28.20814559	1.0				
Point Calculation_604	88AG+12AL in x%	750	FCC_A1	##1	12.0	88.0	-45481.19582	9826.42262	73.74349125	28.16700266	1.0				
Point Calculation_605	90AG+10AL in x%	750	FCC_A1	##1	10.0	90.0	-44763.80731	10056.06831	73.09316749	28.1258598	1.0				
Point Calculation_606	92AG+8AL in x%	750	FCC_A1	##1	8.0	92.0	-43882.66059	10331.14699	72.28507677	28.08471675	1.0				
Point Calculation_607	94AG+6AL in x%	750	FCC_A1	##1	6.0	94.0	-42818.5832	10656.3549	71.29991748	28.04357392	1.0				
Point Calculation_608	96AG+4AL in x%	750	FCC_A1	##1	4.0	96.0	-41547.15638	11036.84517	70.11200206	28.00243108	1.0				
Point Calculation_609	98AG+2AL in x%	750	FCC_A1	##1	2.0	98.0	-40031.14319	11478.2527	68.67919453	27.96128824	1.0				
Point Calculation_610	100AG+0AL in x%	750	FCC_A1	##1		100.0	-38147.71955	11986.71906	66.84591815	27.92014521	1.0				
Point Calculation_611	0AG+100AL in x%	800	FCC_A1	##1	100.0		-30173.22843	13818.63365	54.9898276	30.83635968	1.0				
Point Calculation_612	2AG+98AL in x%	800	FCC_A1	##1	98.0	2.0	-31046.38535	14198.77461	56.55644996	30.78522002	1.0				
Point Calculation_613	4AG+96AL in x%	800	FCC_A1	##1	96.0	4.0	-31765.73889	14492.31711	57.82256999	30.73408018	1.0				
Point Calculation_614	6AG+94AL in x%	800	FCC_A1	##1	94.0	6.0	-32443.19202	14708.4883	58.9396004	30.68294052	1.0				
Point Calculation_615	8AG+92AL in x%	800	FCC_A1	##1	92.0	8.0	-33100.53488	14855.87741	59.94551536	30.63180042	1.0				
Point Calculation_616	10AG+90AL in x%	800	FCC_A1	##1	90.0	10.0	-33746.99228	14942.45799	60.86181283	30.5806613	1.0				
Point Calculation_617	12AG+88AL in x%	800	FCC_A1	##1	88.0	12.0	-34387.3062	14975.62134	61.70365942	30.52952165	1.0				
